=== C_mpich_rccl : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     112.69             81.93            125.71          50
8                     101.79             72.06            114.39          50
16                     89.55             60.47            102.01          50
32                     89.64             60.45            102.03          50
64                     97.51             65.11            110.55          50
128                   142.81             90.69            161.20          50
256                   146.09             92.62            165.03          50
512                   150.94             95.47            170.81          50
1024                  157.66             99.32            178.20          50
2048                  171.57            108.12            193.90          50
4096                  175.10            115.24            194.99          50
8192                  174.52            115.72            193.56          50
16384                 177.94            117.55            197.48          50
32768                 192.74            182.88            200.36          50
65536                 225.18            214.92            233.06          50
131072                281.75            272.02            289.83          50
262144                390.81            380.21            397.82          50
524288                440.15            427.44            448.99          50
1048576               542.44            527.17            553.26          50
2097152               442.41            419.03            476.43          50
4194304               677.63            650.76            729.77          50
8388608              1217.52           1140.87           1319.09          50
16777216             1300.46           1241.70           1419.54          50
33554432             3004.43           2851.16           3115.85          50
67108864             5851.36           5650.79           5976.05          50
134217728            5588.52           5337.62           6070.29          50
268435456            8747.83           8479.74           9059.02          50
536870912           19118.11          18546.51          19416.38          50
1073741824          36137.32          34941.60          36987.59          50
