=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.56             57.53             62.69          50
8                      53.25             51.47             55.70          50
16                     40.91             38.37             43.39          50
32                     40.73             38.19             43.20          50
64                     40.90             38.33             43.39          50
128                    40.91             38.39             43.33          50
256                    41.67             39.19             43.98          50
512                    42.32             39.81             44.51          50
1024                   42.97             40.70             44.77          50
2048                   43.59             41.29             45.78          50
4096                   45.37             42.91             48.55          50
8192                   50.34             47.23             54.24          50
16384                  56.08             54.26             58.78          50
32768                  55.27             53.39             57.52          50
65536                  55.27             53.27             57.57          50
131072                 56.15             53.92             58.42          50
262144                 92.09             88.08             95.98          50
524288                114.69            107.52            120.31          50
1048576               125.89            119.64            130.23          50
2097152               149.65            142.80            154.28          50
4194304               197.12            189.95            202.80          50
8388608               288.23            275.43            296.72          50
16777216              302.61            299.84            305.60          50
33554432              508.50            505.34            516.33          50
67108864              924.24            916.06            942.58          50
134217728            1759.86           1742.68           1800.64          50
268435456            3427.65           3389.12           3512.63          50
536870912            6858.30           6756.76           6996.89          50
1073741824          13731.62          13596.99          13887.78          50
