=== D_cray_gpuaware : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      42.82             39.17             45.34          50
8                      42.47             39.01             45.14          50
16                     42.73             39.62             44.76          50
32                     42.56             39.91             44.68          50
64                     43.15             39.84             45.23          50
128                    47.03             44.60             49.43          50
256                    75.09             71.32             77.79          50
512                    74.40             70.55             76.96          50
1024                   76.69             71.76             80.77          50
2048                   80.28             75.22             83.85          50
4096                   83.65             79.91             87.78          50
8192                  141.98            135.57            149.04          50
16384                 151.47            145.33            158.48          50
32768                 169.29            161.39            177.78          50
65536                 206.57            196.24            216.21          50
131072                372.52            366.21            382.73          50
262144                392.35            386.91            400.65          50
524288                430.73            424.04            439.90          50
1048576               473.61            464.97            484.24          50
2097152               554.93            544.85            566.83          50
4194304              1559.02           1542.33           1603.24          50
8388608              1406.22           1383.53           1448.91          50
16777216             4647.00           4613.15           4739.97          50
33554432            11656.78          11640.07          11675.56          50
67108864            14667.73          14611.32          14766.86          50
134217728           18418.86          18399.17          18446.72          50
268435456           79831.08          79806.83          80024.47          50
536870912           86875.85          86851.55          86959.99          50
1073741824         188742.46         188726.50         188937.63          50
