=== C_mpich_rccl : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     140.30             97.27            156.19          50
8                     134.53             91.68            150.56          50
16                    123.73             82.04            139.58          50
32                    122.67             80.67            138.43          50
64                    133.35             85.80            150.09          50
128                   207.82            129.41            231.52          50
256                   213.34            132.18            274.80          50
512                   219.49            136.15            244.92          50
1024                  231.21            143.72            257.80          50
2048                  254.22            157.22            282.87          50
4096                  259.38            164.24            285.90          50
8192                  255.01            160.42            283.04          50
16384                 258.65            163.46            284.58          50
32768                 275.69            256.51            294.13          50
65536                 324.04            306.51            339.54          50
131072                412.55            395.55            427.94          50
262144                586.05            568.32            602.36          50
524288                639.83            621.79            655.42          50
1048576               806.80            785.88            823.30          50
2097152               851.21            812.30            901.42          50
4194304              1760.63           1678.22           1818.64          50
8388608              2446.70           2336.19           2561.52          50
16777216             3484.19           3312.77           3593.56          50
33554432             5467.05           5285.72           5536.43          50
67108864             7578.52           7366.37           7693.76          50
134217728            9056.22           8479.24           9426.58          50
268435456           16716.64          15955.22          16962.74          50
536870912           48913.33          47599.02          49370.22          50
1073741824          38236.75          36167.80          39471.76          50
