=== C_mpich_rccl : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     129.58             87.71            144.59          50
8                     122.70             81.19            137.21          50
16                    108.92             68.60            122.97          50
32                    109.72             68.77            124.04          50
64                    119.82             74.51            135.13          50
128                   180.51            106.32            202.65          50
256                   190.05            114.45            212.79          50
512                   191.21            113.12            215.03          50
1024                  201.59            119.70            226.71          50
2048                  220.95            130.75            248.51          50
4096                  227.52            139.75            251.89          50
8192                  227.38            140.09            252.55          50
16384                 228.62            140.72            251.78          50
32768                 250.19            238.95            264.91          50
65536                 295.11            284.59            307.97          50
131072                371.36            359.80            384.60          50
262144                542.25            526.38            560.93          50
524288                578.63            564.19            596.09          50
1048576               685.36            668.60            704.44          50
2097152               610.35            580.77            650.93          50
4194304              1139.39           1082.92           1204.13          50
8388608              1901.84           1788.57           2036.41          50
16777216             2134.58           2044.28           2291.70          50
33554432             4467.61           4320.04           4525.85          50
67108864             7243.46           6977.50           7396.11          50
134217728            7159.98           6773.90           7535.50          50
268435456           12804.74          12135.70          13136.09          50
536870912           22368.63          21333.79          22735.49          50
1073741824          36692.13          33600.67          37619.49          50
