=== A_mpich_host : N=128 ranks=1024 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      60.94             54.22             67.97          50
8                      60.65             54.15             67.58          50
16                     60.79             54.40             68.08          50
32                     61.03             53.69             68.59          50
64                     60.91             54.67             67.83          50
128                    63.59             57.02             70.86          50
256                    81.28             76.28             87.78          50
512                    82.53             78.04             89.06          50
1024                   84.01             79.38             91.28          50
2048                   87.10             83.00             94.15          50
4096                  122.39            117.63            130.00          50
8192                  129.85            125.61            138.19          50
16384                 144.83            139.55            153.02          50
32768                 166.52            161.60            175.56          50
65536                 198.17            190.72            207.32          50
131072                242.87            233.60            251.54          50
262144                337.01            314.07            349.51          50
524288                525.90            478.72            555.79          50
1048576               945.93            847.43           1002.64          50
2097152              1831.15           1601.09           2003.47          50
4194304              3587.93           3154.98           3918.13          50
8388608              6979.54           6482.96           7606.46          50
16777216            11757.86          11333.24          12232.36          50
33554432            35373.67          34721.22          36690.25          50
