=== D_cray_gpuaware : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      38.69             36.44             41.53          50
8                      38.39             36.27             40.79          50
16                     38.38             36.73             40.73          50
32                     38.39             36.27             40.82          50
64                     38.65             36.56             41.51          50
128                    40.98             37.73             44.65          50
256                    66.63             64.67             70.21          50
512                    65.96             63.42             70.28          50
1024                   68.38             65.86             74.16          50
2048                   72.06             68.99             77.60          50
4096                   97.54             93.99            102.71          50
8192                  131.31            127.57            137.35          50
16384                 139.95            135.92            146.38          50
32768                 155.82            152.71            163.87          50
65536                 183.81            180.00            192.56          50
131072                348.66            345.54            358.72          50
262144                366.61            363.12            373.88          50
524288                397.72            393.42            409.08          50
1048576               438.86            434.14            450.26          50
2097152               518.81            514.57            530.21          50
4194304               663.66            659.08            674.63          50
8388608               960.22            949.53            978.46          50
16777216             3229.01           3217.40           3310.01          50
33554432             7691.49           7643.40           7797.36          50
67108864            18233.85          18198.55          18313.81          50
134217728           18415.42          18404.58          18432.30          50
268435456           66068.95          66047.80          66222.83          50
536870912           69516.18          69475.60          69542.92          50
1073741824         137221.49         137209.58         137237.55          50
