=== A_mpich_host : N=2 ranks=16 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      22.41             18.75             25.89          50
8                      22.28             18.83             25.41          50
16                     22.37             17.91             26.51          50
32                     22.33             18.39             26.03          50
64                     37.78             34.51             41.07          50
128                    38.11             35.00             41.35          50
256                    38.09             34.75             41.65          50
512                    38.38             35.27             41.68          50
1024                   39.23             36.19             42.57          50
2048                   41.09             37.95             44.38          50
4096                   43.52             40.12             47.08          50
8192                   45.48             42.14             48.91          50
16384                  54.29             50.98             57.98          50
32768                  67.67             64.65             70.93          50
65536                  97.17             92.24            102.45          50
131072                137.64            133.45            144.40          50
262144                212.60            206.69            219.52          50
524288                386.37            370.76            402.82          50
1048576               730.07            708.58            751.51          50
2097152              1335.01           1248.11           1428.05          50
4194304              2958.59           2769.36           3234.25          50
8388608              6062.19           5782.98           6323.46          50
16777216             9919.39           9299.88          10650.55          50
33554432            32467.05          32169.39          32693.42          50
