=== A_mpich_host : N=1 ranks=8 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      17.05             13.79             20.37          50
8                      16.73             13.50             19.96          50
16                     16.78             13.58             19.99          50
32                     27.26             24.66             29.89          50
64                     27.22             24.58             29.79          50
128                    28.35             25.61             31.04          50
256                    27.42             24.84             29.96          50
512                    28.12             25.47             30.81          50
1024                   27.91             25.24             30.55          50
2048                   29.01             26.27             31.73          50
4096                   30.16             27.52             32.81          50
8192                   32.26             29.60             34.95          50
16384                  37.91             35.57             40.46          50
32768                  51.56             49.05             54.18          50
65536                  68.87             66.44             71.66          50
131072                 97.42             94.68            100.30          50
262144                153.50            150.36            157.16          50
524288                266.38            263.80            270.51          50
1048576               521.93            507.87            537.99          50
2097152              1028.97            969.65           1098.10          50
4194304              2065.80           1951.89           2205.98          50
8388608              4133.52           3617.54           4482.29          50
16777216             7959.12           7692.31           8138.20          50
33554432            29475.41          29157.82          29782.95          50
