=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.81             57.14             63.00          50
8                      53.25             51.33             56.06          50
16                     40.35             37.64             42.93          50
32                     40.50             37.74             43.10          50
64                     40.41             37.62             42.99          50
128                    40.57             37.91             43.12          50
256                    40.97             38.19             43.45          50
512                    42.18             39.44             44.35          50
1024                   42.96             40.38             45.04          50
2048                   44.23             41.89             46.33          50
4096                   45.67             42.92             48.83          50
8192                   49.48             46.75             53.21          50
16384                  56.27             54.49             59.23          50
32768                  54.96             52.73             57.22          50
65536                  55.16             52.88             57.54          50
131072                 56.10             53.97             58.58          50
262144                 91.72             87.65             95.76          50
524288                114.61            107.58            120.30          50
1048576               125.30            118.89            130.04          50
2097152               148.97            141.67            154.29          50
4194304               196.63            189.82            201.82          50
8388608               287.56            274.96            295.57          50
16777216              302.82            301.70            304.81          50
33554432              507.73            503.91            514.97          50
67108864              920.81            910.03            939.03          50
134217728            1754.96           1730.47           1797.59          50
268435456            3419.32           3366.16           3506.79          50
536870912            6852.09           6743.47           6982.30          50
1073741824          13726.37          13624.68          13878.37          50
