=== D_cray_gpuaware : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       2.75              2.63              2.86          50
8                       2.71              2.69              2.74          50
16                      2.57              2.53              2.61          50
32                      2.56              2.54              2.58          50
64                      2.57              2.53              2.62          50
128                     2.70              2.67              2.73          50
256                    12.22             11.66             12.70          50
512                    10.62             10.09             11.11          50
1024                   12.06             11.02             14.02          50
2048                   13.18             12.23             13.82          50
4096                   21.16             21.00             21.58          50
8192                   42.91             42.07             43.63          50
16384                  46.62             45.61             47.51          50
32768                  56.59             55.71             57.59          50
65536                  77.49             76.12             78.61          50
131072                112.68            112.01            113.18          50
262144                120.12            119.66            120.48          50
524288                135.64            135.27            136.20          50
1048576               157.73            157.08            158.17          50
2097152               207.92            207.49            208.18          50
4194304               310.67            310.17            311.09          50
8388608               512.69            512.34            512.95          50
16777216             1028.13           1027.47           1028.68          50
33554432             2057.05           2056.44           2057.54          50
67108864             4119.10           4118.77           4119.50          50
134217728            8267.00           8266.76           8267.37          50
268435456           16582.59          16582.17          16583.14          50
536870912           33154.51          33154.17          33154.92          50
1073741824          66397.70          66397.41          66398.14          50
