=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      60.87             58.32             64.58          50
8                      55.07             52.99             58.04          50
16                     42.84             39.44             45.43          50
32                     42.86             39.52             45.46          50
64                     43.06             39.63             45.61          50
128                    43.20             39.73             45.69          50
256                    43.93             40.44             46.22          50
512                    44.95             41.62             46.85          50
1024                   45.84             42.68             47.83          50
2048                   46.44             43.37             48.80          50
4096                   48.62             45.24             51.70          50
8192                   52.49             48.52             56.31          50
16384                  58.19             55.97             61.33          50
32768                  57.87             55.52             59.97          50
65536                  57.70             55.00             60.16          50
131072                 58.93             56.38             61.41          50
262144                 94.07             91.05             98.56          50
524288                116.23            110.44            121.93          50
1048576               127.22            121.68            132.40          50
2097152               151.36            145.42            156.63          50
4194304               199.25            192.81            205.60          50
8388608               290.99            280.36            301.33          50
16777216              304.82            300.31            309.73          50
33554432              509.16            503.54            516.60          50
67108864              923.59            909.44            942.10          50
134217728            1756.79           1729.49           1798.39          50
268435456            3421.29           3362.47           3506.25          50
536870912            6856.55           6738.45           6983.21          50
1073741824          13734.87          13620.17          13867.92          50
