=== D_blk64 sweep : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       8.14              7.80              8.48          20
8                       8.42              8.05              8.97          20
16                      8.20              8.12              8.31          20
32                      8.09              7.55              8.59          20
64                      8.24              7.85              8.67          20
128                     8.91              7.05             10.85          20
256                    21.33             20.03             22.94          20
512                    20.72             19.76             21.65          20
1024                   20.89             18.69             23.94          20
2048                   25.39             21.10             28.73          20
4096                   38.98             38.36             39.93          20
8192                   63.34             61.84             64.41          20
16384                  67.00             66.08             68.02          20
32768                  76.21             75.21             78.05          20
65536                  97.18             95.56             98.69          20
131072                162.53            161.06            164.35          20
262144                171.08            170.19            172.26          20
524288                196.29            195.57            196.97          20
1048576               217.71            216.69            218.51          20
2097152               274.52            273.97            275.02          20
4194304               387.86            386.76            388.70          20
8388608               619.73            618.64            620.67          20
16777216             1120.36           1116.06           1124.85          20
33554432             2125.98           2120.41           2131.28          20
67108864             4122.39           4117.08           4127.30          20
134217728            8243.51           8237.28           8248.86          20
268435456           16481.10          16475.92          16486.09          20
536870912           32995.11          32989.06          33000.08          20
1073741824          65963.05          65957.25          65967.84          20
2147483648         132038.91         132033.90         132042.99          20
4294967296         264232.47         264227.37         264238.08          20
