=== C_mpich_rccl : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     157.67            106.23            172.52          50
8                     148.31             97.31            162.83          50
16                    139.41             89.84            153.38          50
32                    136.09             85.68            150.23          50
64                    147.87             91.75            163.27          50
128                   225.28            135.09            249.61          50
256                   231.13            138.87            256.50          50
512                   238.02            143.23            264.58          50
1024                  249.40            148.76            277.03          50
2048                  275.06            163.20            304.62          50
4096                  281.95            171.92            310.40          50
8192                  281.11            173.49            308.55          50
16384                 285.24            176.44            312.00          50
32768                 300.42            283.71            319.87          50
65536                 357.40            341.69            374.62          50
131072                454.64            439.35            470.68          50
262144                651.98            634.09            670.20          50
524288                738.18            714.60            756.88          50
1048576               828.99            809.70            848.11          50
2097152              1197.92           1151.10           1216.97          50
4194304              2094.97           1995.30           2186.39          50
8388608              3208.30           3075.63           3291.74          50
16777216             5160.80           4943.28           5287.04          50
33554432             6340.11           6139.37           6408.98          50
67108864             8516.40           8248.49           8803.26          50
134217728           10995.79          10377.48          11295.85          50
268435456           16583.13          15913.75          16928.07          50
536870912           24253.11          23380.04          24764.99          50
1073741824          39074.81          37319.66          40122.69          50
