=== D_cray_gpuaware : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.99             45.13             51.13          50
8                      48.05             44.42             50.54          50
16                     47.53             44.23             50.40          50
32                     47.76             44.65             50.24          50
64                     48.24             45.21             50.68          50
128                    51.61             48.24             54.81          50
256                    80.96             77.56             84.30          50
512                    80.83             78.43             83.82          50
1024                   82.83             78.78             87.92          50
2048                   86.21             81.44             90.22          50
4096                   90.22             86.50             94.64          50
8192                  125.15            122.07            129.12          50
16384                 162.58            156.86            171.09          50
32768                 180.32            175.37            189.01          50
65536                 222.18            216.76            231.54          50
131072                403.82            398.11            415.02          50
262144                427.40            421.48            437.32          50
524288                465.12            458.96            476.50          50
1048576               614.78            606.93            626.99          50
2097152              1869.09           1847.94           1919.00          50
4194304              1910.88           1887.92           1976.35          50
8388608              2755.06           2714.02           2808.06          50
16777216             6030.02           5976.99           6149.72          50
33554432            13006.28          12907.47          13159.58          50
67108864            11737.96          11718.04          11796.28          50
134217728           19089.32          19077.98          19108.38          50
268435456           83375.82          83352.03          83571.08          50
536870912           94645.06          94603.23          94714.07          50
1073741824         210710.87         210683.10         210849.26          50
