=== A_mpich_host : N=512 ranks=4096 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      71.27             64.27             77.04          50
8                      71.02             64.71             76.35          50
16                     71.37             64.71             77.41          50
32                     71.29             65.17             76.82          50
64                     71.60             64.87             76.78          50
128                    74.56             68.51             80.58          50
256                    97.17             89.24            118.59          50
512                    98.68             90.97            118.86          50
1024                  100.68             92.65            121.33          50
2048                  104.07             96.57            124.83          50
4096                  109.05            101.08            133.00          50
8192                  129.66            120.82            160.01          50
16384                 173.09            161.06            199.38          50
32768                 198.95            188.30            236.18          50
65536                 229.90            218.15            273.29          50
131072                290.38            273.06            343.57          50
262144                492.88            454.91            651.21          50
524288                849.84            780.08            952.01          50
1048576              1554.84           1453.18           1726.90          50
2097152              4176.46           3943.91           4483.08          50
4194304              6252.52           5812.36           6780.54          50
8388608              9903.43           9325.18          10434.90          50
16777216            14683.12          14288.98          15277.18          50
33554432            45034.75          44137.85          46485.90          50
