=== A_mpich_host : N=512 ranks=4096 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      69.95             62.16             78.56          50
8                      69.64             62.34             78.56          50
16                     69.90             61.66             78.55          50
32                     69.66             62.26             78.24          50
64                     69.87             62.61             78.84          50
128                    73.22             64.27             82.59          50
256                    96.03             85.57            111.43          50
512                    97.00             86.10            112.74          50
1024                   98.87             87.59            114.74          50
2048                  102.71             91.50            119.03          50
4096                  107.35             96.03            125.79          50
8192                  128.76            118.04            150.40          50
16384                 168.47            157.46            185.73          50
32768                 196.19            182.57            216.73          50
65536                 232.49            215.82            257.75          50
131072                294.39            273.41            328.42          50
262144                499.98            456.52            613.48          50
524288               1339.72           1254.43           1542.91          50
1048576              2167.58           2052.82           2357.51          50
2097152              3898.70           3640.36           4067.38          50
4194304              6198.19           5757.16           6515.02          50
8388608              9758.94           9193.20          10236.37          50
16777216            14726.17          14284.45          15232.41          50
33554432            45012.48          44156.35          46190.31          50
