=== D_cray_gpuaware : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      45.98             43.17             48.82          50
8                      46.38             44.04             48.96          50
16                     45.72             43.36             48.16          50
32                     45.75             43.15             48.09          50
64                     46.17             44.02             48.82          50
128                    49.95             47.38             53.23          50
256                    77.07             73.36             81.62          50
512                    77.01             74.01             81.29          50
1024                   79.38             75.98             93.98          50
2048                   83.18             78.63             87.51          50
4096                   86.95             83.36             92.90          50
8192                  123.37            119.67            128.45          50
16384                 157.59            151.55            168.00          50
32768                 180.61            174.05            190.49          50
65536                 213.30            205.80            230.07          50
131072                399.55            392.68            409.63          50
262144                417.55            411.30            427.72          50
524288                481.38            453.45            492.59          50
1048576               572.06            565.74            621.87          50
2097152              1280.95           1272.17           1372.25          50
4194304              2315.19           2304.56           2362.64          50
8388608              2722.35           2710.74           2799.05          50
16777216             6013.39           5955.19           6091.56          50
33554432            12875.88          12791.34          13001.88          50
67108864            10748.30          10710.92          10824.77          50
134217728           18945.77          18929.54          18964.17          50
268435456           83632.41          83591.91          83841.63          50
536870912           94262.45          94245.37          94309.76          50
1073741824         230881.72         230866.40         231014.63          50
