=== D_cray_gpuaware : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      34.70             31.99             36.83          50
8                      34.98             33.59             37.42          50
16                     34.62             32.23             37.05          50
32                     34.44             32.15             36.81          50
64                     34.70             31.22             37.56          50
128                    36.71             34.63             38.81          50
256                    60.33             58.42             62.84          50
512                    58.82             56.56             61.61          50
1024                   62.02             59.13             66.12          50
2048                   64.61             61.55             67.66          50
4096                   89.37             86.39             94.82          50
8192                  121.34            116.35            127.19          50
16384                 131.97            126.48            137.34          50
32768                 147.34            141.64            152.84          50
65536                 182.27            174.85            190.30          50
131072                323.38            317.07            331.66          50
262144                337.03            330.94            345.41          50
524288                370.64            363.69            379.21          50
1048576               413.62            404.55            424.02          50
2097152               494.64            484.20            505.10          50
4194304               644.17            632.93            654.86          50
8388608               926.23            912.85            937.95          50
16777216             2407.18           2393.54           2420.80          50
33554432             5329.01           5315.93           5344.70          50
67108864            14517.06          14489.65          14584.18          50
134217728           17095.50          17084.08          17122.39          50
268435456           31551.26          31534.81          31567.47          50
536870912           63439.51          63423.23          63455.75          50
1073741824         127318.78         127303.53         127333.78          50
