=== AUTO_hmem (stock tree + FI_HMEM GPU-direct RDMA) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     156.73            144.83            168.38          30
16                    153.14            141.25            164.93          30
32                    152.63            140.81            163.97          30
64                    290.27            283.26            295.24          30
128                   279.64            272.96            285.98          30
256                   282.11            274.62            291.48          30
512                   291.17            284.51            296.72          30
1024                  281.77            273.22            288.01          30
2048                  279.87            273.62            285.57          30
4096                  304.78            296.57            312.10          30
8192                  314.65            311.56            319.20          30
16384                 319.71            312.94            326.71          30
32768                 325.98            319.02            332.82          30
65536                 326.97            318.28            332.70          30
131072                363.28            343.75            381.20          30
262144                390.26            373.71            407.54          30
524288                443.36            435.77            456.36          30
1048576               590.20            584.03            602.60          30
2097152               888.01            882.79            894.33          30
4194304              1319.14           1313.98           1326.86          30
8388608              2237.77           2233.75           2242.69          30
16777216             6741.40           6733.65           6749.89          30
33554432            25269.68          25146.25          25370.21          30
67108864            54261.43          53950.73          54424.38          30
134217728          107079.07         106572.70         107373.22          30
268435456          199976.91         199075.81         200669.43          30
