=== C_mpich_rccl : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     102.65             75.04            115.27          50
8                      88.46             62.70            100.06          50
16                     75.85             50.38             87.31          50
32                     76.54             50.88             88.02          50
64                     82.16             54.14             94.86          50
128                   121.72             76.61            139.36          50
256                   123.92             78.07            142.25          50
512                   127.83             80.45            147.07          50
1024                  133.02             83.67            153.24          50
2048                  143.89             90.53            166.25          50
4096                  147.87             97.19            166.44          50
8192                  147.08             97.25            165.81          50
16384                 150.32             99.17            168.50          50
32768                 168.44            161.29            174.11          50
65536                 192.92            186.07            198.90          50
131072                239.57            232.71            245.04          50
262144                328.67            322.15            334.89          50
524288                373.73            365.62            380.62          50
1048576               469.94            462.62            480.44          50
2097152               379.27            363.15            394.83          50
4194304               473.18            445.64            533.62          50
8388608               711.55            649.55            762.32          50
16777216             1094.50           1045.05           1135.20          50
33554432             1686.83           1485.89           1818.87          50
67108864             2965.81           2692.36           3063.28          50
134217728            4200.40           3954.21           4359.09          50
268435456            9215.03           8637.83           9567.24          50
536870912           17909.09          16906.70          18314.80          50
1073741824          35726.97          33996.82          36813.50          50
