=== A_mpich_host : N=16 ranks=128 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      44.12             38.95             50.55          50
8                      43.95             39.26             50.32          50
16                     44.24             39.78             49.30          50
32                     44.09             39.22             50.41          50
64                     44.82             40.51             49.60          50
128                    46.15             40.94             53.15          50
256                    57.16             53.25             61.84          50
512                    82.88             79.71             86.70          50
1024                   83.42             79.02             88.37          50
2048                   84.59             80.24             88.52          50
4096                   92.47             88.38             96.14          50
8192                   99.84             95.85            103.65          50
16384                 116.16            113.01            119.89          50
32768                 137.31            132.08            142.10          50
65536                 161.02            155.00            168.49          50
131072                219.13            212.06            227.72          50
262144                326.16            310.48            341.34          50
524288                470.43            433.01            490.89          50
1048576               882.55            794.33            955.07          50
2097152              1603.47           1446.38           1709.49          50
4194304              3340.58           2990.10           3661.93          50
8388608              6531.75           6149.94           6911.72          50
16777216            10781.37          10470.80          11610.22          50
33554432            33878.95          33266.59          34770.52          50
