=== D_cray_gpuaware : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      25.01             23.31             26.36          50
8                      24.89             23.98             25.70          50
16                     24.61             23.49             25.70          50
32                     24.59             23.64             25.57          50
64                     24.73             24.23             25.44          50
128                    26.47             21.88             30.14          50
256                    45.19             43.59             46.48          50
512                    44.11             42.33             45.98          50
1024                   46.00             43.66             49.04          50
2048                   50.13             48.42             51.96          50
4096                   71.55             70.07             72.80          50
8192                  102.76            100.31            104.57          50
16384                 113.86            112.38            115.95          50
32768                 128.75            126.86            130.34          50
65536                 150.96            148.49            153.57          50
131072                258.51            256.17            261.62          50
262144                273.46            271.73            276.02          50
524288                307.90            306.40            310.04          50
1048576               352.46            349.05            355.03          50
2097152               430.77            429.17            433.82          50
4194304               570.27            566.71            572.83          50
8388608               859.72            842.69            867.58          50
16777216             1726.04           1709.41           1736.09          50
33554432             3457.51           3440.23           3466.98          50
67108864             6938.05           6924.43           6945.71          50
134217728           14186.66          14172.98          14195.59          50
268435456           30441.00          30404.62          30461.28          50
536870912           59895.56          59877.73          60072.28          50
1073741824         115696.76         115683.06         115705.19          50
