=== A_mpich_host : N=256 ranks=2048 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      66.49             60.48             72.60          50
8                      66.59             61.11             72.55          50
16                     66.61             60.95             72.92          50
32                     66.72             61.05             73.15          50
64                     67.15             60.41             72.74          50
128                    70.13             63.94             76.32          50
256                    90.22             85.49             96.27          50
512                    91.37             86.74             97.69          50
1024                   93.24             88.42            100.52          50
2048                   95.96             91.14            102.32          50
4096                  101.02             95.61            107.18          50
8192                  141.78            135.16            149.96          50
16384                 157.99            151.27            167.28          50
32768                 178.24            170.71            186.80          50
65536                 210.73            203.21            223.12          50
131072                256.97            246.26            269.46          50
262144                396.45            373.10            419.25          50
524288                636.75            577.68            681.94          50
1048576               974.53            877.14           1051.46          50
2097152              1907.99           1663.62           2066.99          50
4194304              3730.29           3235.76           4145.18          50
8388608              8098.36           7522.36           8683.76          50
16777216            13877.33          13494.50          14319.77          50
33554432            38420.61          37582.40          40138.38          50
