=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     122.79             87.51            136.15          30
16                    116.69             82.28            129.62          30
32                    107.16             72.29            120.18          30
64                    107.64             68.92            121.53          30
128                   161.10             98.35            179.71          30
256                   165.37            101.12            185.04          30
512                   170.31            103.89            190.92          30
1024                  178.09            108.76            199.43          30
2048                  195.72            119.07            219.43          30
4096                  201.28            127.67            222.75          30
8192                  200.29            126.61            222.42          30
16384                 202.28            128.58            221.81          30
32768                 222.44            214.34            230.00          30
65536                 260.71            251.56            268.64          30
131072                325.22            316.51            332.65          30
262144                454.53            444.97            463.26          30
524288                506.94            496.17            515.33          30
1048576               609.17            598.89            618.21          30
2097152               547.74            525.89            574.75          30
4194304               676.08            638.79            759.68          30
8388608              1326.90           1246.67           1474.82          30
16777216             2233.11           2094.11           2387.19          30
33554432             3847.27           3662.84           3971.86          30
67108864             5148.44           4993.78           5279.36          30
134217728            5938.13           5723.30           6035.20          30
268435456           10362.12           9745.66          10723.76          30
