=== A_mpich_host : N=64 ranks=512 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      55.01             49.55             61.43          50
8                      54.11             49.57             60.13          50
16                     54.23             49.57             60.24          50
32                     54.48             49.51             60.12          50
64                     55.03             49.98             61.15          50
128                    57.32             51.21             64.28          50
256                    72.64             68.38             78.08          50
512                    73.63             68.57             79.13          50
1024                   74.78             70.32             80.25          50
2048                  106.52            103.07            110.52          50
4096                  112.76            108.67            116.90          50
8192                  119.72            116.14            123.88          50
16384                 134.57            129.85            139.81          50
32768                 155.57            150.77            160.82          50
65536                 187.39            181.15            194.04          50
131072                233.73            225.15            242.14          50
262144                323.16            302.89            339.36          50
524288                506.84            460.29            531.35          50
1048576               932.88            843.83            997.92          50
2097152              1722.75           1511.67           1870.01          50
4194304              3576.64           3205.17           3963.08          50
8388608              6682.32           6207.53           7219.78          50
16777216            10979.03          10584.77          11579.63          50
33554432            34570.55          33802.89          35669.57          50
