=== C_mpich_rccl : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     120.77             84.25            134.11          50
8                     111.88             76.24            124.97          50
16                    100.78             66.37            113.36          50
32                    101.04             66.28            113.91          50
64                    108.11             69.38            121.83          50
128                   163.12             99.44            182.40          50
256                   167.06            101.77            187.06          50
512                   172.53            105.25            193.61          50
1024                  179.69            109.09            201.53          50
2048                  196.02            118.33            219.77          50
4096                  204.03            127.36            225.57          50
8192                  202.69            127.43            224.52          50
16384                 205.17            128.78            224.99          50
32768                 223.08            215.73            229.86          50
65536                 260.46            253.26            268.16          50
131072                326.32            319.22            333.45          50
262144                455.59            446.33            465.10          50
524288                509.15            499.28            518.57          50
1048576               612.08            601.52            622.16          50
2097152               536.71            514.63            562.22          50
4194304               688.89            651.36            742.90          50
8388608              1593.87           1493.34           1697.45          50
16777216             2243.89           2142.49           2397.67          50
33554432             3830.94           3633.80           4033.37          50
67108864            43930.08          43646.56          44134.21          50
134217728            6803.50           6441.89           7070.07          50
268435456           10766.68          10123.51          11122.48          50
536870912           21553.92          20565.49          21977.93          50
1073741824          37083.87          35748.50          38088.71          50
