=== A_mpich_host : N=32 ranks=256 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      49.03             42.80             55.51          50
8                      49.20             41.85             56.52          50
16                     48.23             41.79             55.26          50
32                     48.48             42.11             54.90          50
64                     49.64             42.83             56.05          50
128                    50.64             43.64             58.60          50
256                    62.89             58.61             68.30          50
512                    64.32             60.01             69.41          50
1024                   91.83             87.85             95.41          50
2048                   93.13             89.46             96.67          50
4096                  100.02             96.54            103.41          50
8192                  107.80            104.11            111.45          50
16384                 123.10            118.59            127.31          50
32768                 141.78            137.47            148.40          50
65536                 173.16            166.28            180.17          50
131072                217.19            209.62            225.89          50
262144                300.64            282.30            313.01          50
524288                481.09            437.07            514.21          50
1048576               876.50            789.22            946.48          50
2097152              1843.87           1655.01           2000.54          50
4194304              3609.42           3182.12           3958.22          50
8388608              6682.12           6118.90           7248.13          50
16777216            10536.59          10245.08          10859.36          50
33554432            34481.95          33610.06          35511.25          50
