=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      56.58             48.95             62.37          30
16                     56.03             48.67             61.78          30
32                     47.04             39.97             52.62          30
64                     40.33             32.82             46.53          30
128                    42.97             34.69             49.94          30
256                    44.42             35.75             51.85          30
512                    45.84             36.92             53.83          30
1024                   47.46             37.71             55.78          30
2048                   50.57             40.38             59.58          30
4096                   53.54             47.32             59.46          30
8192                   54.21             47.03             60.40          30
16384                  54.43             47.82             60.68          30
32768                  60.97             58.25             63.40          30
65536                  67.24             64.66             69.62          30
131072                 79.33             76.57             81.76          30
262144                103.98            100.48            106.55          30
524288                145.69            142.45            149.13          30
1048576               164.57            160.27            167.18          30
2097152               194.25            188.05            198.62          30
4194304               257.51            246.71            268.07          30
8388608               356.40            352.10            362.62          30
16777216              532.90            526.69            538.01          30
33554432              878.62            867.50            885.35          30
67108864             1512.93           1497.11           1529.69          30
134217728            2751.09           2732.42           2778.46          30
268435456            5156.56           5124.28           5200.71          30
