=== A_mpich_host : N=2 ranks=16 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      22.00             17.87             25.87          50
8                      21.72             17.78             25.41          50
16                     21.42             18.00             24.57          50
32                     21.89             18.10             25.53          50
64                     35.91             32.84             39.23          50
128                    36.41             33.21             39.99          50
256                    36.52             33.57             39.84          50
512                    36.84             33.55             40.51          50
1024                   37.35             34.25             40.78          50
2048                   39.17             35.76             42.96          50
4096                   42.39             39.73             45.02          50
8192                   43.55             40.28             47.16          50
16384                  52.14             48.77             55.95          50
32768                  64.51             61.72             68.26          50
65536                  87.92             82.43             93.49          50
131072                131.23            123.55            137.37          50
262144                209.17            200.63            216.25          50
524288                388.75            362.96            409.00          50
1048576               701.28            651.88            761.91          50
2097152              1358.92           1279.21           1455.00          50
4194304              2782.81           2446.02           3028.52          50
8388608              5681.47           5062.86           6089.87          50
16777216             9797.16           9610.78           9960.40          50
33554432            32096.18          31454.97          32707.83          50
