=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  294.15            290.07            298.27          30
2048                  288.36            283.75            291.54          30
4096                  304.19            296.41            313.15          30
8192                  309.83            301.76            318.15          30
16384                 314.76            303.94            323.63          30
32768                 322.92            313.08            333.92          30
65536                 330.45            322.61            337.34          30
131072                 82.15             78.83             85.91          30
262144                105.84            103.18            108.12          30
524288                148.26            144.36            156.39          30
1048576               164.83            161.75            171.93          30
2097152               193.06            189.76            198.73          30
4194304               249.91            245.08            257.14          30
8388608               358.01            352.14            367.83          30
16777216              534.13            529.46            544.01          30
33554432              880.52            873.22            889.33          30
67108864             1517.82           1501.01           1533.11          30
134217728            2754.78           2731.73           2774.45          30
268435456            5162.50           5124.39           5196.53          30
