=== A_mpich_host : N=16 ranks=128 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      43.54             39.70             48.56          50
8                      43.71             39.65             49.30          50
16                     43.41             39.50             48.60          50
32                     43.56             39.79             48.30          50
64                     43.84             39.61             49.19          50
128                    45.25             40.81             50.43          50
256                    56.39             52.45             60.86          50
512                    81.61             77.89             84.85          50
1024                   81.89             78.50             85.40          50
2048                   83.10             79.21             86.69          50
4096                   90.34             86.56             93.57          50
8192                   98.64             94.86            101.89          50
16384                 114.14            110.31            117.79          50
32768                 133.58            128.94            138.76          50
65536                 159.35            154.37            165.13          50
131072                199.54            192.90            206.90          50
262144                284.83            274.33            300.57          50
524288                462.41            437.54            481.80          50
1048576               876.96            798.49            956.75          50
2097152              1710.00           1535.14           1896.96          50
4194304              3443.44           3107.38           3788.90          50
8388608              6609.93           6113.16           7010.21          50
16777216            10608.72          10405.22          11060.73          50
33554432            33737.89          33138.17          34320.92          50
