=== D_cray_gpuaware : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      24.12             22.86             25.83          50
8                      23.64             23.00             24.65          50
16                     23.48             22.88             24.26          50
32                     23.53             22.89             24.54          50
64                     23.52             22.73             24.28          50
128                    24.86             23.41             26.27          50
256                    43.78             42.56             45.42          50
512                    42.67             41.77             43.56          50
1024                   44.27             42.48             46.72          50
2048                   48.24             45.90             50.13          50
4096                   68.81             67.59             69.88          50
8192                   99.64             97.95            101.63          50
16384                 110.73            108.78            112.89          50
32768                 124.41            122.79            126.36          50
65536                 157.29            153.48            162.22          50
131072                254.77            252.56            256.83          50
262144                270.30            267.55            273.67          50
524288                302.33            300.13            305.17          50
1048576               345.93            344.29            347.87          50
2097152               422.32            420.38            423.87          50
4194304               559.16            557.59            560.78          50
8388608               831.84            829.28            834.01          50
16777216             1666.27           1663.44           1669.14          50
33554432             3337.96           3335.71           3340.06          50
67108864             6769.43           6766.74           6772.82          50
134217728           13574.44          13570.99          13577.66          50
268435456           30319.34          30317.15          30322.47          50
536870912           58436.40          58429.68          58440.82          50
1073741824         112659.05         112655.28         112661.91          50
