=== C_mpich_rccl : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     104.32             80.10            117.90          50
8                      86.21             63.68             98.54          50
16                     73.48             51.81             85.01          50
32                     74.01             51.91             85.67          50
64                     79.26             55.06             91.97          50
128                   113.52             74.78            132.63          50
256                   116.01             76.21            135.28          50
512                   119.76             78.71            139.27          50
1024                  124.55             81.30            145.24          50
2048                  136.52             89.28            158.90          50
4096                  140.49             96.39            160.02          50
8192                  139.32             95.56            159.17          50
16384                 143.04             98.20            162.34          50
32768                 164.06            155.16            173.42          50
65536                 186.67            177.97            194.33          50
131072                232.73            224.30            238.19          50
262144                329.14            317.59            337.06          50
524288                387.25            375.74            402.15          50
1048576               572.67            554.99            589.29          50
2097152               419.27            389.58            449.64          50
4194304               585.49            529.67            634.30          50
8388608              1102.66            979.96           1180.95          50
16777216             1420.20           1309.58           1516.71          50
33554432             2200.64           1959.42           2360.36          50
67108864             4550.29           4195.08           4670.92          50
134217728            4490.38           4182.23           4641.40          50
268435456            8023.06           7663.46           8283.83          50
536870912           16978.98          15524.62          17364.76          50
1073741824          33389.64          31177.69          34304.72          50
