=== D_cray_gpuaware : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      23.52             21.96             24.82          50
8                      23.51             21.75             24.63          50
16                     23.26             22.01             24.62          50
32                     23.24             21.45             25.00          50
64                     23.35             21.93             24.88          50
128                    24.61             23.51             25.55          50
256                    42.98             41.78             44.21          50
512                    41.92             40.72             43.13          50
1024                   43.78             41.82             46.72          50
2048                   47.89             45.63             49.89          50
4096                   68.40             64.61             70.02          50
8192                   98.59             94.33            100.91          50
16384                 108.87            104.45            111.61          50
32768                 123.51            119.55            125.97          50
65536                 146.02            141.30            149.00          50
131072                253.44            250.12            256.35          50
262144                267.62            263.96            270.31          50
524288                301.29            294.70            304.17          50
1048576               344.95            338.47            347.43          50
2097152               421.75            413.95            426.08          50
4194304               558.78            552.49            561.81          50
8388608               838.75            824.27            848.92          50
16777216             1687.57           1673.41           1699.42          50
33554432             3383.97           3369.52           3396.86          50
67108864             6856.88           6843.90           6866.64          50
134217728           13908.29          13896.04          13917.08          50
268435456           30100.40          30089.08          30110.32          50
536870912           59707.23          59627.72          59897.29          50
1073741824         113632.96         113620.86         113641.92          50
