=== D_kernel0 sweep : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       2.80              2.70              2.90          20
8                       2.37              2.34              2.43          20
16                      2.90              2.84              2.97          20
32                      2.83              2.80              2.85          20
64                      2.62              2.59              2.68          20
128                     2.80              2.76              2.85          20
256                    13.44             12.34             14.74          20
512                    12.19             11.50             12.91          20
1024                   13.25             11.58             16.34          20
2048                   17.21             13.45             20.79          20
4096                   23.47             23.15             23.80          20
8192                   43.59             42.94             44.55          20
16384                  48.47             47.67             49.44          20
32768                  57.24             56.60             58.25          20
65536                  77.29             76.00             78.26          20
131072                116.65            115.42            117.94          20
262144                194.95            193.65            196.90          20
524288                348.41            342.85            352.80          20
1048576               679.24            670.66            686.62          20
2097152              1326.12           1322.64           1330.33          20
4194304              2576.36           2568.83           2580.93          20
8388608              5041.89           5028.40           5053.36          20
16777216            10039.41          10022.21          10050.89          20
33554432            19982.13          19962.49          19995.94          20
67108864            39985.80          39969.01          39998.27          20
134217728           79913.79          79897.55          79926.72          20
268435456          159710.00         159693.75         159722.13          20
536870912          319159.57         319141.39         319173.84          20
1073741824         638846.64         638830.05         638859.40          20
2147483648        1285657.20        1285641.96        1285668.33          20
4294967296        2565490.05        2565473.39        2565501.23          20
