=== D_kernel0 sweep : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       6.52              5.66              7.45          20
8                       6.63              6.33              6.94          20
16                      6.57              6.21              6.82          20
32                      6.45              5.62              7.24          20
64                      6.73              6.33              7.13          20
128                     7.58              6.97              8.13          20
256                    19.07             17.75             20.48          20
512                    17.55             16.78             18.39          20
1024                   18.03             16.29             20.95          20
2048                   23.34             19.74             26.52          20
4096                   33.06             32.30             34.11          20
8192                   56.07             55.31             57.00          20
16384                  60.19             59.30             61.02          20
32768                  70.22             68.95             71.48          20
65536                  92.65             91.78             94.03          20
131072                133.74            131.67            136.00          20
262144                217.23            209.44            221.24          20
524288                390.25            360.80            401.52          20
1048576               737.93            704.28            751.79          20
2097152              1512.37           1481.28           1527.96          20
4194304              2858.98           2830.00           2876.79          20
8388608              5638.15           5609.18           5665.82          20
16777216            11177.24          11144.10          11206.43          20
33554432            22258.47          22229.68          22287.19          20
67108864            44486.97          44459.76          44508.97          20
134217728           89666.04          89638.86          89693.27          20
268435456          177942.09         177907.49         177968.63          20
536870912          355221.33         355185.38         355252.42          20
1073741824         710886.91         710848.66         710915.76          20
2147483648        1420633.28        1420604.04        1420663.88          20
4294967296        2844919.96        2844891.65        2844943.99          20
