=== C_mpich_rccl : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      66.87             55.74             75.25          50
8                      58.90             47.99             67.32          50
16                     46.53             36.02             54.84          50
32                     46.75             36.02             55.15          50
64                     49.27             37.68             58.42          50
128                    55.79             41.93             66.53          50
256                    57.62             43.19             69.12          50
512                    59.50             44.42             71.57          50
1024                   62.58             46.62             75.27          50
2048                   68.31             50.73             82.41          50
4096                   74.49             59.01             86.32          50
8192                   72.66             57.84             84.01          50
16384                  74.29             59.34             85.31          50
32768                  85.50             80.37             90.56          50
65536                  96.22             92.79             99.70          50
131072                120.22            116.08            123.93          50
262144                166.50            162.45            169.65          50
524288                207.04            201.89            210.70          50
1048576               293.07            287.92            298.39          50
2097152               244.69            233.34            257.82          50
4194304               333.31            308.24            358.13          50
8388608               522.57            473.45            556.74          50
16777216              668.65            629.59            706.93          50
33554432             1104.10           1015.35           1160.85          50
67108864             2181.93           2069.05           2247.75          50
134217728            3313.19           3283.09           3340.79          50
268435456            5642.09           5596.90           5684.51          50
536870912           11224.14          11118.00          11328.80          50
1073741824          22389.01          22174.72          22632.94          50
