=== D_blk64 sweep : N=2048 ranks=16384 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      56.72             53.24             87.81          20
8                      56.64             53.36             60.01          20
16                     56.64             53.51             59.25          20
32                     56.47             53.72             59.63          20
64                     58.77             54.98             62.29          20
128                    61.61             57.98             65.38          20
256                    94.45             90.01            100.32          20
512                    93.87             89.85            100.74          20
1024                   95.84             90.08            103.22          20
2048                  105.05             96.86            111.69          20
4096                  105.15            100.37            111.35          20
8192                  153.39            148.67            158.08          20
16384                 180.82            173.11            190.40          20
32768                 345.26            312.98            364.64          20
65536                 254.53            246.14            265.06          20
131072                492.00            485.92            502.14          20
262144                518.71            511.74            532.32          20
524288                554.02            547.24            566.84          20
1048576               592.36            583.12            608.81          20
2097152               670.04            662.04            688.61          20
4194304               811.42            800.68            829.76          20
8388608              1104.36           1091.96           1127.43          20
16777216             2063.01           2045.57           2102.08          20
33554432             4189.91           4174.40           4299.70          20
67108864             6773.74           6731.21           6896.64          20
134217728           14399.03          14372.74          14534.88          20
268435456           34820.91          34711.86          35030.08          20
536870912           55452.57          55387.68          55531.34          20
1073741824          89040.98          89004.25          89106.85          20
2147483648         183733.08         183706.31         183877.69          20
4294967296         480441.23         480382.98         480943.13          20
