=== A_mpich_host : N=64 ranks=512 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      54.37             48.34             61.04          50
8                      53.85             48.15             60.64          50
16                     64.69             53.17             71.45          50
32                     54.07             48.41             60.37          50
64                     54.98             48.76             62.36          50
128                    56.99             51.00             63.87          50
256                    71.70             66.97             76.52          50
512                    73.06             68.91             78.84          50
1024                   74.33             70.19             79.55          50
2048                  106.71            102.47            110.44          50
4096                  110.91            105.68            115.76          50
8192                  117.87            112.82            123.67          50
16384                 132.33            127.21            138.07          50
32768                 153.86            148.20            159.23          50
65536                 184.49            177.53            190.92          50
131072                231.51            220.42            240.81          50
262144                320.45            298.77            334.22          50
524288                496.56            448.62            526.13          50
1048576               914.03            821.35            993.62          50
2097152              1799.14           1596.77           1997.93          50
4194304              3583.80           3170.53           3998.34          50
8388608              6741.95           6248.45           7281.88          50
16777216            11196.44          10809.72          11922.20          50
33554432            34740.82          33796.49          35822.47          50
