=== A_mpich_host : N=1024 ranks=8192 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      82.52             72.11            106.63          50
8                      75.94             70.33             81.32          50
16                     89.34             70.58            107.91          50
32                     76.40             70.65             82.41          50
64                     76.75             71.45             82.76          50
128                    79.87             74.06             87.87          50
256                   103.61             95.43            120.17          50
512                   114.05             99.01            177.75          50
1024                  107.37             99.17            123.23          50
2048                  111.10            103.20            128.03          50
4096                  116.81            108.31            135.67          50
8192                  138.66            129.48            162.96          50
16384                 172.82            156.16            310.34          50
32768                 241.84            231.25            300.02          50
65536                 246.51            234.57            266.41          50
131072                354.54            334.33            470.75          50
262144               1095.11           1065.61           1199.34          50
524288               2376.37           2314.49           2556.58          50
1048576              3724.02           3596.28           3894.09          50
2097152              5188.41           4910.38           5454.74          50
4194304              7572.54           7096.76           8004.71          50
8388608             11166.94          10609.42          11747.50          50
16777216            15078.41          14653.95          15588.23          50
33554432            45819.83          44593.18          47434.98          50
