=== C_mpich_rccl : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     167.96            114.14            185.95          50
8                     161.51            108.25            179.20          50
16                    151.84             99.79            168.85          50
32                    156.26            103.54            173.14          50
64                    176.02            116.75            194.35          50
128                   244.14            146.54            274.15          50
256                   249.30            149.43            279.74          50
512                   257.88            154.67            289.89          50
1024                  271.84            162.11            304.12          50
2048                  299.57            177.79            333.60          50
4096                  308.08            187.32            386.08          50
[2026-07-02T19:00:24.042] error: *** STEP 4932950.2 ON frontier00027 CANCELLED AT 2026-07-02T19:00:24 DUE TO TIME LIMIT ***
