=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.65             56.70             62.89          50
8                      53.54             51.39             56.00          50
16                     40.79             38.48             43.57          50
32                     40.78             38.46             43.59          50
64                     40.80             38.42             43.55          50
128                    41.04             38.64             43.76          50
256                    41.35             38.83             43.95          50
512                    41.94             39.65             44.21          50
1024                   42.53             40.26             44.65          50
2048                   43.73             41.52             45.71          50
4096                   45.30             42.72             48.44          50
8192                   50.20             47.15             54.19          50
16384                  56.50             54.86             59.26          50
32768                  55.51             53.77             57.62          50
65536                  55.46             53.56             57.77          50
131072                 55.97             53.92             58.33          50
262144                 92.25             88.33             96.23          50
524288                114.94            107.91            120.57          50
1048576               126.21            119.86            130.76          50
2097152               149.51            142.63            154.43          50
4194304               197.60            190.89            203.24          50
8388608               288.52            275.97            297.45          50
16777216              304.96            302.88            308.72          50
33554432              510.45            506.78            518.72          50
67108864              927.20            917.31            946.31          50
134217728            1765.59           1744.31           1805.46          50
268435456            3436.88           3388.87           3520.90          50
536870912            6882.15           6774.68           7016.15          50
1073741824          13796.66          13687.35          13945.24          50
