=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  601.32            582.00            643.38          30
2048                  580.00            565.50            604.03          30
4096                  565.01            554.10            580.41          30
8192                  587.75            576.95            605.08          30
16384                 603.04            590.72            617.77          30
32768                 614.79            604.48            633.18          30
65536                 624.11            608.87            647.15          30
131072                240.97            233.14            248.51          30
262144                322.31            314.72            330.08          30
524288                372.85            362.88            380.67          30
1048576               474.76            459.27            487.96          30
2097152               379.74            361.48            397.29          30
4194304               541.56            519.34            560.72          30
8388608               889.63            799.75           1037.76          30
16777216             1207.24           1163.37           1257.34          30
33554432             1494.96           1420.93           1567.27          30
67108864             3636.09           3039.40           3886.02          30
134217728            4410.23           4224.25           4613.88          30
268435456            7285.29           6986.86           7882.10          30
