=== C_mpich_rccl : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     146.22             99.04            161.74          50
8                     136.60             90.16            151.85          50
16                    123.28             77.78            138.09          50
32                    124.01             78.41            138.89          50
64                    134.92             83.65            150.90          50
128                   207.65            125.59            230.68          50
256                   213.82            129.47            237.53          50
512                   219.97            132.95            244.41          50
1024                  231.17            139.43            257.33          50
2048                  253.56            152.70            281.43          50
4096                  259.35            160.47            284.74          50
8192                  259.74            161.38            285.73          50
16384                 259.74            160.91            283.65          50
32768                 276.03            259.15            292.08          50
65536                 324.82            308.32            339.87          50
131072                414.52            398.02            429.05          50
262144                604.93            585.42            625.83          50
524288                643.33            622.50            661.96          50
1048576               765.99            743.20            783.30          50
2097152               850.66            803.74            882.50          50
4194304              1489.41           1410.25           1574.24          50
8388608              2554.20           2435.40           2696.85          50
16777216             4361.97           4195.44           4467.59          50
33554432             5752.66           5534.54           5835.42          50
67108864             7540.03           7309.46           7795.63          50
134217728            9940.37           9386.60          10202.60          50
268435456           14091.19          13400.83          14393.48          50
536870912           23591.55          22753.53          23905.58          50
1073741824          37804.60          36001.80          39081.87          50
