=== D_cray_gpuaware : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      43.07             41.19             45.10          50
8                      42.47             40.58             44.52          50
16                     42.67             40.80             44.33          50
32                     42.87             40.88             44.71          50
64                     43.18             41.05             45.02          50
128                    46.48             44.05             49.00          50
256                    74.33             71.79             77.53          50
512                    73.95             71.16             77.47          50
1024                   76.22             72.71             80.18          50
2048                   79.36             75.32             82.57          50
4096                   83.01             80.16             87.88          50
8192                  149.18            143.77            155.09          50
16384                 152.00            146.77            157.90          50
32768                 168.74            161.26            175.97          50
65536                 200.11            192.40            208.11          50
131072                374.06            368.43            379.42          50
262144                393.46            387.20            400.32          50
524288                432.46            425.72            440.62          50
1048576               471.28            461.52            480.84          50
2097152               558.97            549.39            568.23          50
4194304               699.74            689.98            709.72          50
8388608              1140.58           1126.86           1190.85          50
16777216             4395.93           4364.01           4460.66          50
33554432            11473.69          11441.97          11505.46          50
67108864            15540.57          15481.87          15630.19          50
134217728           18559.98          18543.37          18588.11          50
268435456           77885.36          77840.95          78130.16          50
536870912           85595.66          85551.95          85656.99          50
1073741824         188096.29         188083.68         188181.62          50
