=== D_kernel0 sweep : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      53.09             48.38             83.85          20
8                      52.40             48.34             57.26          20
16                     52.29             48.38             56.66          20
32                     52.46             46.96             57.52          20
64                     52.80             47.18             57.72          20
128                    56.64             53.58             61.06          20
256                    88.35             83.17             95.21          20
512                    87.86             82.21             94.44          20
1024                   89.41             83.86             96.29          20
2048                   97.39             89.96            103.73          20
4096                   97.88             93.82            103.45          20
8192                  142.22            137.42            147.74          20
16384                 166.34            161.49            173.98          20
32768                 197.53            191.08            209.01          20
65536                 235.23            228.41            248.58          20
131072                296.60            286.81            310.34          20
262144                433.26            417.87            453.39          20
524288                662.38            625.98            691.35          20
1048576               998.10            934.58           1035.32          20
2097152              1995.73           1936.14           2032.43          20
4194304              5750.18           5686.99           5837.94          20
8388608             27907.15          27820.50          28125.90          20
16777216            40111.38          40036.16          40206.91          20
33554432            31177.20          31112.03          31208.48          20
67108864            62404.27          62342.15          62437.76          20
134217728          124787.98         124729.05         124821.54          20
268435456          249331.48         249271.27         249366.00          20
536870912          499036.04         498977.97         499071.93          20
1073741824        1013634.57        1013575.97        1013668.15          20
2147483648        1947098.95        1947045.14        1947128.56          20
4294967296        3979813.21        3979758.48        3979849.66          20

MPICH Slingshot Network Summary: 16 network timeouts

