=== D_blk128 sweep : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      53.20             47.07            113.57          10
8                      52.92             46.81             59.03          10
16                     52.90             46.52             57.44          10
32                     52.94             46.14             58.36          10
64                     53.44             45.62             59.26          10
128                    57.04             52.55             62.80          10
256                    90.54             85.01             98.39          10
512                    93.71             89.96             99.15          10
1024                   91.22             86.00             97.40          10
2048                  101.44             92.05            110.33          10
4096                  100.44             94.57            107.10          10
8192                  156.46            148.72            164.54          10
16384                 172.63            165.25            182.34          10
32768                 202.46            195.66            211.78          10
65536                 230.92            221.08            242.85          10
131072                465.90            458.43            475.18          10
262144                474.80            466.78            488.99          10
524288                514.47            506.75            533.63          10
1048576               561.91            550.83            579.97          10
2097152               650.83            640.52            671.15          10
4194304               779.53            768.03            797.54          10
8388608              1071.29           1057.47           1097.67          10
16777216             1687.79           1664.21           1718.77          10
33554432             2924.45           2895.27           2972.37          10
67108864             5424.41           5372.89           5518.45          10
134217728           10505.65          10432.12          10637.63          10
268435456           21239.27          21183.54          21392.46          10
536870912           42507.03          42418.58          42621.46          10
1073741824          86168.76          86098.72          86327.71          10
2147483648         206540.97         206442.88         206821.00          10
4294967296         342468.30         342390.27         342610.64          10
