=== D_kernel0 sweep : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.35             12.89             13.85          20
8                      13.27             12.88             13.82          20
16                     13.34             12.81             13.72          20
32                     13.16             12.53             13.61          20
64                     13.39             12.84             14.21          20
128                    14.65             13.83             15.37          20
256                    28.29             26.84             30.69          20
512                    26.73             25.06             28.62          20
1024                   26.52             23.95             30.94          20
2048                   34.35             29.59             38.39          20
4096                   46.99             45.76             48.88          20
8192                   76.49             75.02             78.28          20
16384                  81.46             78.87             84.41          20
32768                  90.35             88.43             92.81          20
65536                 112.64            110.48            114.75          20
131072                185.82            182.26            188.90          20
262144                240.84            230.02            246.49          20
524288                414.73            389.12            429.82          20
1048576               785.71            761.90            805.48          20
2097152              1568.82           1541.00           1590.45          20
4194304              3058.45           3022.32           3077.84          20
8388608              6075.13           6037.90           6102.50          20
16777216            13259.99          13226.01          13281.07          20
33554432            24660.93          24622.01          24682.79          20
67108864            49654.02          49618.27          49679.57          20
134217728           96429.55          96390.90          96453.56          20
268435456          193096.64         193059.40         193121.35          20
536870912          385939.78         385905.45         385962.61          20
1073741824         772229.54         772192.67         772250.11          20
2147483648        1546026.27        1545997.37        1546046.04          20
4294967296        3091967.57        3091934.43        3091995.77          20
