=== D_kernel0 sweep : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      39.31             36.94             71.75          20
8                      39.01             36.85             40.94          20
16                     38.34             36.33             40.57          20
32                     38.34             36.44             40.18          20
64                     38.70             36.54             40.92          20
128                    40.62             38.73             42.92          20
256                    68.20             65.33             71.92          20
512                    66.91             63.75             70.23          20
1024                   68.77             64.67             73.40          20
2048                   75.48             68.95             80.11          20
4096                  100.12             96.34            104.29          20
8192                  137.32            132.45            143.26          20
16384                 142.30            136.96            147.16          20
32768                 157.95            153.61            163.83          20
65536                 192.13            186.56            198.95          20
131072                266.91            260.55            275.74          20
262144                333.83            321.45            345.41          20
524288                517.43            482.20            540.41          20
1048576               893.42            843.53            917.44          20
2097152              1786.08           1728.86           1810.23          20
4194304              3493.00           3444.66           3511.90          20
8388608              8533.07           8485.97           8554.96          20
16777216            41363.69          41289.07          41461.46          20
33554432            28734.43          28684.45          28752.46          20
67108864            55114.06          55064.26          55136.02          20
134217728          109962.00         109911.03         109984.24          20
268435456          219836.71         219789.98         219860.14          20
536870912          439324.56         439282.22         439345.14          20
1073741824         879899.87         879856.98         879923.70          20
2147483648        1785474.96        1785436.47        1785496.60          20
4294967296        3651914.41        3651873.99        3651935.33          20
