=== A_mpich_host : N=16 ranks=128 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      43.52             37.69             49.16          50
8                      43.08             37.53             48.97          50
16                     43.84             38.02             49.96          50
32                     43.57             37.71             49.84          50
64                     44.21             39.13             50.13          50
128                    45.90             38.44             52.80          50
256                    56.45             52.02             62.40          50
512                    80.89             77.22             84.83          50
1024                   81.90             78.53             86.36          50
2048                   83.19             79.72             86.75          50
4096                   90.06             85.75             93.76          50
8192                   97.67             94.37            101.69          50
16384                 112.92            109.80            115.96          50
32768                 133.07            127.81            138.17          50
65536                 157.42            151.52            161.97          50
131072                198.82            192.56            204.86          50
262144                289.15            279.60            297.08          50
524288                473.44            454.97            496.71          50
1048576               860.96            777.19            913.07          50
2097152              1612.35           1427.44           1701.08          50
4194304              3368.12           3144.04           3525.59          50
8388608              6584.84           5950.03           7013.42          50
16777216            10795.32          10480.79          11309.74          50
33554432            33511.57          32934.94          34412.85          50
