=== D_cray_gpuaware : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      24.49             22.64             26.72          50
8                      24.23             22.54             25.59          50
16                     23.87             22.92             24.98          50
32                     23.77             23.03             24.61          50
64                     23.59             22.87             24.20          50
128                    25.12             23.53             26.56          50
256                    44.13             42.69             45.79          50
512                    42.77             41.58             43.63          50
1024                   44.45             42.67             47.59          50
2048                   48.51             47.05             49.98          50
4096                   69.14             68.09             70.91          50
8192                   99.64             97.88            101.57          50
16384                 110.02            108.53            111.78          50
32768                 125.69            123.71            127.86          50
65536                 147.51            144.96            149.74          50
131072                256.25            253.71            258.72          50
262144                268.28            266.00            271.07          50
524288                302.09            300.46            304.01          50
1048576               346.44            343.43            349.13          50
2097152               423.43            421.75            425.00          50
4194304               561.30            560.15            562.82          50
8388608               842.25            831.15            852.54          50
16777216             1692.53           1680.48           1704.16          50
33554432             3422.00           3410.65           3433.22          50
67108864             6964.71           6954.63           6974.11          50
134217728           14087.52          14078.39          14096.33          50
268435456           30375.27          30366.72          30383.86          50
536870912           59799.04          59758.72          60150.18          50
1073741824         115528.53         115521.17         115535.57          50
