=== A_mpich_host : N=4 ranks=32 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      30.13             26.21             33.77          50
8                      29.74             25.41             33.55          50
16                     29.71             25.84             33.45          50
32                     29.90             26.14             33.91          50
64                     29.90             25.59             34.29          50
128                    52.99             48.14             57.97          50
256                    53.62             48.73             58.45          50
512                    53.51             48.60             58.38          50
1024                   53.74             48.63             58.44          50
2048                   55.98             51.53             60.59          50
4096                   61.00             54.84             66.87          50
8192                   67.77             61.25             74.14          50
16384                  76.21             69.57             82.67          50
32768                  89.92             83.81             97.44          50
65536                 114.43            105.35            123.46          50
131072                153.93            141.50            164.44          50
262144                242.60            230.29            254.57          50
524288                428.30            397.76            453.59          50
1048576               801.48            706.07            871.52          50
2097152              1689.43           1573.90           1786.77          50
4194304              3516.76           3168.41           3708.22          50
8388608              6071.85           5426.19           6655.43          50
16777216            10304.98          10080.62          10472.14          50
33554432            32743.50          32113.77          33354.31          50
