=== C_mpich_rccl : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      70.36             55.16             81.76          50
8                      63.14             49.09             73.82          50
16                     51.17             37.76             61.46          50
32                     51.12             37.62             61.57          50
64                     53.83             39.35             64.76          50
128                    70.45             49.56             85.19          50
256                    72.60             51.02             88.13          50
512                    74.77             52.89             90.49          50
1024                   77.55             54.45             94.27          50
2048                   82.57             57.84            100.83          50
4096                   89.07             66.57            105.91          50
8192                   89.02             66.87            105.26          50
16384                  87.84             66.67            102.35          50
32768                 101.05             92.76            107.28          50
65536                 112.18            103.95            116.41          50
131072                135.32            126.39            140.50          50
262144                180.75            173.64            185.81          50
524288                219.48            212.66            224.27          50
1048576               303.34            296.38            311.37          50
2097152               258.82            243.18            269.17          50
4194304               343.76            324.34            368.84          50
8388608               570.18            524.37            607.33          50
16777216              684.60            654.29            718.07          50
33554432             1167.84           1082.08           1223.73          50
67108864             2038.90           1927.37           2107.66          50
134217728            3359.85           3265.67           3442.61          50
268435456            6138.54           5861.31           6388.03          50
536870912           12600.10          11951.66          13247.62          50
1073741824          25425.78          24018.57          26781.56          50
