=== AUTO_hmem (stock tree + FI_HMEM GPU-direct RDMA) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     294.72            263.80            342.82          30
16                    291.32            260.05            338.22          30
32                    291.27            258.32            337.50          30
64                    288.68            254.58            338.09          30
128                   289.56            259.49            338.09          30
256                   367.20            339.11            452.18          30
512                   372.65            339.69            458.38          30
1024                  369.17            342.31            458.60          30
2048                  535.15            517.39            565.84          30
4096                  566.83            550.98            609.93          30
8192                  540.14            529.64            553.96          30
16384                 567.84            558.39            581.10          30
32768                 595.98            584.47            611.58          30
65536                 628.69            616.05            644.47          30
131072                863.87            819.81            907.91          30
262144               1139.28           1071.17           1217.20          30
524288               1328.08           1277.67           1394.20          30
1048576              1497.77           1449.52           1541.84          30
2097152              1860.14           1826.43           1884.64          30
4194304              2180.48           2127.80           2246.56          30
8388608              3125.99           3106.00           3148.98          30
16777216             8460.79           8441.00           8582.43          30
33554432            27663.02          27458.27          27821.60          30
67108864            58057.48          57757.43          58265.19          30
134217728          116030.69         115457.41         116537.39          30
268435456          218788.64         217694.35         219912.27          30
