=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     120.00             81.83            134.01          30
16                    116.41             79.15            129.76          30
32                    111.03             73.67            124.20          30
64                    108.26             67.22            122.45          30
128                   163.05             97.14            182.09          30
256                   166.81             99.37            186.79          30
512                   171.51            102.09            192.48          30
1024                  179.81            106.90            201.64          30
2048                  197.07            117.90            220.42          30
4096                  204.77            126.09            226.33          30
8192                  205.29            128.08            228.20          30
16384                 204.52            126.37            224.61          30
32768                 223.49            213.79            231.91          30
65536                 260.72            251.69            268.05          30
131072                328.37            318.39            337.13          30
262144                459.33            448.21            468.64          30
524288                509.86            499.76            518.50          30
1048576               612.65            602.58            622.64          30
2097152               496.06            474.10            516.03          30
4194304               719.07            684.29            807.73          30
8388608              1393.09           1316.51           1518.05          30
16777216             2154.57           2034.66           2304.10          30
33554432             4052.23           3871.98           4125.65          30
67108864             5673.93           5190.20           5969.02          30
134217728            6665.69           6105.53           7174.18          30
268435456            9988.45           9444.49          10475.42          30
