=== A_mpich_host : N=8 ranks=64 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      37.42             33.19             41.67          50
8                      37.56             33.44             41.90          50
16                     37.64             33.50             42.34          50
32                     37.64             33.59             42.01          50
64                     37.96             33.79             42.43          50
128                    39.09             34.30             44.40          50
256                    68.35             65.29             71.60          50
512                    68.41             65.57             71.57          50
1024                   69.32             66.35             73.10          50
2048                   70.55             67.03             74.03          50
4096                   77.02             73.89             80.55          50
8192                   84.83             81.73             88.88          50
16384                  98.74             95.09            102.71          50
32768                 113.30            107.82            118.19          50
65536                 138.83            133.17            143.90          50
131072                180.21            173.16            188.94          50
262144                270.15            261.33            283.98          50
524288                463.00            440.31            488.90          50
1048576               896.07            840.85            968.12          50
2097152              1597.93           1480.67           1687.67          50
4194304              3315.52           3027.00           3510.52          50
8388608              6319.66           5843.18           6554.55          50
16777216            10612.74          10449.25          10813.94          50
33554432            33402.44          32811.02          34283.41          50
