=== D_blk64 sweep : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      33.34             30.03             35.72          20
8                      33.97             29.26             39.64          20
16                     33.01             29.88             36.04          20
32                     34.08             27.93             38.18          20
64                     33.57             29.41             36.44          20
128                    35.58             31.44             39.57          20
256                    60.91             56.36             64.93          20
512                    60.17             55.64             64.36          20
1024                   61.34             56.70             66.48          20
2048                   67.40             60.39             72.29          20
4096                   88.12             81.36             95.66          20
8192                  123.17            116.33            132.33          20
16384                 130.22            122.02            138.28          20
32768                 144.81            136.10            152.53          20
65536                 188.09            179.60            199.08          20
131072                325.61            317.61            333.04          20
262144                336.82            328.15            344.92          20
524288                371.61            363.18            383.49          20
1048576               412.99            399.82            424.28          20
2097152               486.57            471.40            499.15          20
4194304               630.71            617.64            644.03          20
8388608               923.53            905.69            945.61          20
16777216             1525.75           1501.52           1565.36          20
33554432             2722.59           2689.12           2772.46          20
67108864             5173.17           5128.58           5227.40          20
134217728           10385.69          10333.83          10446.84          20
268435456           20838.82          20798.92          20887.95          20
536870912           41836.23          41791.40          41890.01          20
1073741824          88661.66          88571.23          88829.39          20
2147483648         178479.45         178399.79         178561.04          20
4294967296         335766.37         335717.17         335838.96          20
