=== D_blk64 sweep : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      33.65             30.87             63.78          20
8                      33.35             30.32             36.65          20
16                     33.14             30.79             35.67          20
32                     33.24             30.36             36.28          20
64                     33.26             29.99             35.58          20
128                    35.55             30.37             43.53          20
256                    60.37             56.34             64.62          20
512                    59.53             56.12             63.66          20
1024                   61.45             57.01             67.21          20
2048                   66.87             60.31             72.06          20
4096                   88.48             83.15             94.73          20
8192                  122.57            115.14            130.47          20
16384                 129.69            121.63            136.44          20
32768                 145.84            136.35            154.33          20
65536                 188.15            178.48            197.86          20
131072                323.99            316.46            330.62          20
262144                337.16            328.46            344.08          20
524288                370.40            361.28            380.16          20
1048576               412.06            398.94            427.38          20
2097152               487.78            476.19            501.41          20
4194304               633.96            617.27            649.40          20
8388608               926.41            909.62            947.71          20
16777216             1526.67           1500.29           1569.21          20
33554432             2724.95           2692.95           2770.62          20
67108864             5176.27           5131.03           5225.18          20
134217728           10419.36          10374.24          10472.00          20
268435456           20879.88          20841.34          20939.85          20
536870912           41795.23          41764.49          41836.15          20
1073741824          88883.62          88844.27          88930.36          20
2147483648         179194.51         179171.33         179236.69          20
4294967296         335624.57         335582.01         335677.84          20
