=== D_kernel0 sweep : N=2048 ranks=16384 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      57.41             53.65             92.55          20
8                      56.64             53.75             59.87          20
16                     57.17             53.45             60.17          20
32                     56.73             53.31             60.13          20
64                     57.15             54.04             60.87          20
128                    60.85             56.93             65.63          20
256                    94.01             88.66            101.46          20
512                    94.13             89.53            100.48          20
1024                   95.52             90.07            103.79          20
2048                  104.60             97.39            111.38          20
4096                  108.78            104.09            113.51          20
8192                  151.68            146.34            157.19          20
16384                 178.60            171.22            186.40          20
32768                 350.73            320.69            379.49          20
65536                 249.51            240.95            262.38          20
131072                311.47            300.51            327.89          20
262144                438.34            422.01            459.78          20
524288                676.01            636.47            707.29          20
1048576              1025.98            967.53           1063.55          20
2097152              2063.75           2010.10           2105.39          20
4194304              8750.89           8689.25           8867.38          20
8388608             33965.99          33813.29          34204.19          20
16777216            36286.07          36214.70          36473.62          20
33554432            32603.50          32547.55          32636.72          20
67108864            66854.13          66797.80          66892.12          20
134217728          131453.65         131396.89         131493.34          20
268435456          266340.67         266287.86         266376.03          20
536870912          529150.78         529091.70         529187.54          20
1073741824        1049024.06        1048969.56        1049066.24          20
2147483648        2052314.74        2052261.74        2052351.00          20
4294967296        4094274.75        4094212.38        4094306.36          20
