=== C_mpich_rccl : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     111.63             79.37            126.29          50
8                     101.69             70.41            115.27          50
16                     88.60             58.11            101.70          50
32                     88.93             57.86            102.25          50
64                     95.56             61.72            110.12          50
128                   143.89             88.03            165.10          50
256                   147.31             90.30            169.51          50
512                   151.90             93.29            174.24          50
1024                  158.24             96.74            181.47          50
2048                  172.43            106.07            197.39          50
4096                  175.18            112.88            198.35          50
8192                  173.39            110.29            196.99          50
16384                 179.44            115.49            202.34          50
32768                 194.63            183.76            204.80          50
65536                 225.84            212.83            237.30          50
131072                282.07            270.52            292.72          50
262144                390.80            378.76            401.91          50
524288                440.13            429.61            450.47          50
1048576               539.92            528.73            549.66          50
2097152               492.44            471.92            513.55          50
4194304               672.58            644.77            721.09          50
8388608              1310.82           1233.83           1418.94          50
16777216             1321.04           1242.46           1444.71          50
33554432             2868.80           2692.68           3072.71          50
67108864             4238.73           4065.45           4384.27          50
134217728            4546.35           4082.24           4832.29          50
268435456           10157.26           9627.40          10503.34          50
536870912           19852.98          18582.80          20232.23          50
1073741824          35769.45          32754.96          37068.06          50
