=== D_cray_gpuaware : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.10             12.39             13.95          50
8                      13.07             12.36             13.82          50
16                     13.05             12.27             13.97          50
32                     13.03             12.33             13.74          50
64                     13.11             12.51             13.93          50
128                    14.26             13.63             15.42          50
256                    25.48             24.33             27.46          50
512                    24.49             23.32             26.80          50
1024                   26.19             24.57             29.35          50
2048                   29.68             27.85             31.52          50
4096                   44.54             42.79             46.22          50
8192                   72.76             71.66             74.16          50
16384                  79.10             77.61             80.83          50
32768                  89.33             87.43             91.22          50
65536                 112.24            110.41            113.91          50
131072                199.17            197.62            200.82          50
262144                212.56            210.84            213.95          50
524288                240.57            237.86            242.53          50
1048576               276.89            273.30            279.11          50
2097152               346.55            342.58            349.09          50
4194304               474.86            471.14            477.84          50
8388608               741.16            737.46            743.73          50
16777216             1485.01           1480.66           1488.29          50
33554432             2974.63           2970.65           2977.38          50
67108864             5994.59           5992.92           5996.90          50
134217728           12078.29          12062.81          12116.34          50
268435456           25562.62          25551.42          25589.83          50
536870912           52624.83          52621.41          52627.67          50
1073741824          99174.33          99104.34          99307.43          50
