=== C_mpich_rccl : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     233.94            176.05            270.81          50
8                     170.93            115.08            188.38          50
16                    152.66             98.31            168.92          50
32                    150.08             95.11            166.35          50
64                    163.93            102.55            181.39          50
128                   266.29            168.83            293.86          50
256                   255.99            154.37            284.83          50
512                   261.67            155.50            290.79          50
1024                  273.03            161.27            303.91          50
2048                  301.49            178.50            334.03          50
4096                  307.80            186.06            338.57          50
8192                  303.56            185.70            365.13          50
16384                 310.56            191.50            341.12          50
32768                 329.73            309.40            351.83          50
65536                 388.20            366.87            408.38          50
131072                503.72            480.83            523.93          50
262144                720.67            699.62            742.25          50
524288                792.22            767.52            813.91          50
1048576               938.31            911.92            964.31          50
2097152              1467.09           1373.29           1495.93          50
4194304              2663.75           2546.89           2727.57          50
8388608              3314.50           3186.90           3386.53          50
16777216             4056.20           3857.68           4274.44          50
33554432             6786.83           6597.70           6933.36          50
67108864             9443.64           9145.85           9728.13          50
134217728           14759.90          14164.11          15062.16          50
268435456           18314.42          17630.27          18655.28          50
536870912           32650.52          31786.98          33038.83          50
1073741824          43949.32          42882.87          44361.14          50
