=== D_blk128 sweep : N=8192 ranks=65536 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     121.77            116.39            196.25          10
8                      65.57             58.92             69.86          10
16                     64.25             59.26             69.30          10
32                     64.76             58.82             69.49          10
64                     64.84             60.16             70.47          10
128                    69.59             64.22             75.17          10
256                   106.75             98.15            116.77          10
512                   111.05            104.43            120.16          10
1024                  107.66             99.57            120.30          10
2048                  119.50            109.40            130.13          10
4096                  120.87            113.78            128.09          10
8192                  177.17            166.18            193.21          10
16384                 201.08            193.36            216.83          10
32768                 377.14            339.00            457.56          10
65536                 572.56            514.42            628.13          10
131072                936.04            840.35            996.70          10
262144                837.32            704.98            855.49          10
524288                787.66            774.28            814.97          10
1048576               813.08            799.65            844.57          10
2097152               854.16            841.16            887.19          10
4194304              1274.40           1261.42           1307.39          10
8388608              1584.94           1570.64           1611.23          10
16777216             2231.13           2206.20           2593.02          10
33554432             3140.06           3097.50           3201.65          10
67108864             6103.78           6058.92           6368.72          10
134217728           11620.19          11525.89          11768.57          10
268435456           22251.28          22162.80          22456.11          10
536870912           45803.89          45676.81          45991.89          10
1073741824         111939.97         111756.37         112272.88          10
2147483648         188222.83         188131.66         188523.84          10
4294967296         353508.14         353416.74         353861.46          10
